order_id,user_id,order_date,product_id,product_name,category,quantity,unit_price,channel,region,payment_status
O000615,U00970,2025.06.19,P011,精品挂耳咖啡,食品饮料,1,56.65,社群团购,华南,已支付
O000616,U01152,2025/04/12,P004,补水面膜套装,美妆个护,1,92.66,社群团购,华南,已支付
O000617,U01291,2025年09月28日,P006,精华液礼盒,美妆个护,1,287.1,会员短信,华南,已支付
O000618,U00959,2025年04月09日,P009,跑步运动鞋,服饰鞋包,3,360.52,自然搜索,华南,已支付
O000619,U01150,2025年09月21日,P011,精品挂耳咖啡,食品饮料,1,84.91,信息流广告,华南,已支付
O000620,U01388,2025/03/28,P015,收纳箱套装,家居生活,2,90.76,自然搜索,东北,已支付
O000621,U01379,2025.03.26,P004,补水面膜套装,美妆个护,1,79.89,直播间,华东,已支付
O000622,U01140,2025/12/28,P011,精品挂耳咖啡,食品饮料,1,83.96,社群团购,华东,已支付
O000623,U00628,2025年05月07日,P014,香薰加湿器,家居生活,2,194.06,直播间,华南,已支付
O000624,U00225,2025年11月21日,P012,坚果礼盒,食品饮料,1,,会员短信,华北,已支付
O000625,U01374,2025年09月26日,P012,坚果礼盒,食品饮料,2,116.69,自然搜索,华北,已支付
O000626,U00823,2025-02-01,P012,坚果礼盒,食品饮料,2,139.68,自然搜索,华北,已支付
O000627,U00167,2025/11/03,P001,无线蓝牙耳机,数码配件,1,178.89,自然搜索,华东,已支付
O000628,U00480,2025年03月20日,P010,即食燕麦组合,食品饮料,1,64.19,直播间,华南,已支付
O000629,U00439,2025-02-14,P006,精华液礼盒,美妆个护,3,248.6,信息流广告,华北,已支付
O000630,U00783,2025年07月14日,P002,机械键盘,数码配件,1,297.91,会员短信,华东,已取消
O000631,U00121,2025-06-28,P004,补水面膜套装,美妆个护,1,83.63,会员短信,华北,已支付
O000632,U00123,2025年07月24日,P004,补水面膜套装,美妆个护,1,77.0,自然搜索,华东,已支付
O000633,U00622,2025-12-25,P009,跑步运动鞋,服饰鞋包,1,397.88,会员短信,华中,已支付
O000634,U00308,2025.06.17,P003,智能手表,数码配件,1,395.82,自然搜索,华中,已支付
O000635,U00783,2025/12/18,P007,轻薄羽绒服,服饰鞋包,1,342.52,信息流广告,华南,已支付
O000636,U00472,2025.06.24,P005,氨基酸洗面奶,美妆个护,1,57.42,直播间,华北,已支付
O000637,U01106,2025年03月09日,P001,无线蓝牙耳机,数码配件,1,177.15,自然搜索,东北,已支付
O000638,U00911,2025年08月09日,P004,补水面膜套装,美妆个护,1,78.54,自然搜索,华东,已支付
O000639,U00276,2025/10/25,P002,机械键盘,数码配件,1,297.1,会员短信,华东,已支付
O000640,U00057,2025.08.14,P004,补水面膜套装,美妆个护,1,79.39,会员短信,华北,已支付
O000641,U01203,2025年08月30日,P005,氨基酸洗面奶,美妆个护,2,54.59,自然搜索,华东,已支付
O000642,U00048,2025年01月02日,P005,氨基酸洗面奶,美妆个护,2,66.54,直播间,华东,已支付
O000643,U00267,2025年06月03日,P006,精华液礼盒,美妆个护,1,223.57,会员短信,华中,已支付
O000644,U01058,2025-04-08,P003,智能手表,数码配件,1,562.13,自然搜索,华东,已支付
O000645,U00303,2025年11月15日,P013,人体工学椅,家居生活,1,672.28,直播间,西南,已支付
O000646,U00873,2025.04.26,P015,收纳箱套装,家居生活,2,73.28,信息流广告,华北,已支付
O000647,U00608,2025/12/02,P006,精华液礼盒,美妆个护,1,272.78,社群团购,华东,已支付
O000648,U01274,2025.02.07,P001,无线蓝牙耳机,数码配件,2,198.11,信息流广告,华北,已支付
O000649,U00424,2025.11.14,P015,收纳箱套装,家居生活,1,84.14,直播间,华北,已取消
O000650,U00430,2025年04月15日,P005,氨基酸洗面奶,美妆个护,1,62.88,会员短信,华南,已支付
O000651,U00960,2025年07月20日,P001,无线蓝牙耳机,数码配件,1,150.94,会员短信,华北,已支付
O000652,U00854,2025/09/03,P010,即食燕麦组合,食品饮料,1,62.55,自然搜索,西南,已支付
O000653,U01082,2025/06/20,P014,香薰加湿器,家居生活,2,168.07,直播间,华南,已支付
O000654,U01044,2025.11.14,P011,精品挂耳咖啡,食品饮料,1,76.89,社群团购,东北,已支付
O000655,U00085,2025.02.03,P012,坚果礼盒,食品饮料,1,127.48,自然搜索,华东,已支付
O000656,U00854,2025/01/06,P001,无线蓝牙耳机,数码配件,1,189.37,自然搜索,华中,已支付
O000657,U00543,2025-05-09,P012,坚果礼盒,食品饮料,1,127.9,自然搜索,华南,已支付
O000658,U00425,2025.05.05,P009,跑步运动鞋,服饰鞋包,2,388.46,自然搜索,华南,已支付
O000659,U00712,2025.06.05,P008,通勤帆布包,服饰鞋包,2,143.24,社群团购,华东,已支付
O000660,U00449,2025.02.14,P004,补水面膜套装,美妆个护,1,92.6,信息流广告,东北,已取消
O000661,U00624,2025.05.31,P001,无线蓝牙耳机,数码配件,2,193.34,信息流广告,西北,已支付
O000662,U00070,2025-10-31,P012,坚果礼盒,食品饮料,1,135.64,直播间,华南,已支付
O000663,U00424,2025-12-09,P011,精品挂耳咖啡,食品饮料,2,68.19,信息流广告,华东,退款
O000664,U00343,2025/11/22,P013,人体工学椅,家居生活,1,829.72,会员短信,华东,已支付
O000665,U01259,2025.01.01,P012,坚果礼盒,食品饮料,4,130.66,会员短信,华北,已支付
O000666,U01108,2025/01/01,P007,轻薄羽绒服,服饰鞋包,1,384.1,会员短信,华南,已支付
O000667,U00019,2025-04-26,P015,收纳箱套装,家居生活,1,94.29,信息流广告,西北,已支付
O000668,U01129,2025年10月05日,P005,氨基酸洗面奶,美妆个护,1,64.35,会员短信,西南,已支付
O000669,U00628,2025年03月15日,P012,坚果礼盒,食品饮料,1,127.35,自然搜索,西北,已支付
O000670,U00161,2025/07/02,P003,智能手表,数码配件,1,494.84,自然搜索,华东,已支付
O000671,U00656,2025/03/23,P003,智能手表,数码配件,1,508.48,信息流广告,华北,已支付
O000672,U00585,2025.09.11,P008,通勤帆布包,服饰鞋包,2,139.91,直播间,华南,已支付
O000673,U00525,2025/09/13,P013,人体工学椅,家居生活,1,803.93,信息流广告,华东,已支付
O000674,U00076,2025/06/15,P013,人体工学椅,家居生活,1,894.68,自然搜索,华东,已支付
O000675,U01039,2025-06-28,P013,人体工学椅,家居生活,1,819.87,直播间,华中,退款
O000676,U01334,2025.07.18,P006,精华液礼盒,美妆个护,2,215.04,信息流广告,华东,已支付
O000677,U01384,2025-04-29,P002,机械键盘,数码配件,1,331.13,自然搜索,西北,已支付
O000678,U01269,2025.07.11,P006,精华液礼盒,美妆个护,1,235.18,直播间,华中,已支付
O000679,U00604,2025-06-03,P012,坚果礼盒,食品饮料,1,93.09,信息流广告,华东,已支付
O000680,U00550,2025/09/26,P003,智能手表,数码配件,1,484.67,会员短信,西北,已支付
O000681,U00769,2025-06-25,P008,通勤帆布包,服饰鞋包,2,142.94,自然搜索,华东,已支付
O000682,U00784,2025年02月11日,P011,精品挂耳咖啡,食品饮料,1,72.79,自然搜索,华北,已支付
O000683,U01269,2025-06-02,P002,机械键盘,数码配件,1,263.69,直播间,华东,已支付
O000684,U00546,2025/06/15,P013,人体工学椅,家居生活,1,888.43,社群团购,华东,已支付
O000685,U00329,2025.09.04,P010,即食燕麦组合,食品饮料,1,59.74,直播间,华南,已支付
O000686,U00035,2025/01/11,P006,精华液礼盒,美妆个护,1,313.05,社群团购,西北,退款
O000687,U01086,2025/11/11,P009,跑步运动鞋,服饰鞋包,2,284.33,自然搜索,西北,退款
O000688,U01221,2025-08-24,P015,收纳箱套装,家居生活,1,92.47,自然搜索,东北,已支付
O000689,U00631,2025.10.29,P002,机械键盘,数码配件,1,311.29,信息流广告,华东,已支付
O000690,U00436,2025/06/09,P003,智能手表,数码配件,2,444.11,自然搜索,华东,已支付
O000691,U00753,2025-12-12,P007,轻薄羽绒服,服饰鞋包,1,327.69,会员短信,东北,已支付
O000692,U00229,2025-03-05,P008,通勤帆布包,服饰鞋包,1,144.53,信息流广告,华南,已支付
O000693,U00841,2025.11.04,P012,坚果礼盒,食品饮料,1,136.32,信息流广告,华中,已支付
O000694,U00435,2025.07.28,P002,机械键盘,数码配件,1,240.14,信息流广告,华北,已支付
O000695,U00145,2025.04.27,P005,氨基酸洗面奶,美妆个护,1,68.92,信息流广告,华南,已支付
O000696,U00357,2025年08月03日,P015,收纳箱套装,家居生活,1,86.79,自然搜索,华北,已支付
O000697,U00436,2025年10月05日,P004,补水面膜套装,美妆个护,1,65.77,自然搜索,华北,已支付
O000698,U00829,2025-01-31,P005,氨基酸洗面奶,美妆个护,2,67.44,信息流广告,东北,已支付
O000699,U00970,2025年03月26日,P012,坚果礼盒,食品饮料,1,131.38,自然搜索,华南,已支付
O000700,U00804,2025.11.27,P002,机械键盘,数码配件,1,268.05,自然搜索,华东,已支付
O000701,U00464,2025-10-24,P013,人体工学椅,家居生活,1,737.0,自然搜索,华东,已支付
O000702,U00005,2025-06-15,P001,无线蓝牙耳机,数码配件,1,154.92,自然搜索,华南,已支付
O000703,U00164,2025年05月08日,P015,收纳箱套装,家居生活,2,100.81,社群团购,华东,已支付
O000704,U01006,2025-03-26,P009,跑步运动鞋,服饰鞋包,1,351.83,社群团购,华北,已支付
O000705,U00039,2025年01月04日,P005,氨基酸洗面奶,美妆个护,1,53.68,社群团购,华东,已支付
O000706,U01106,2025年07月31日,P009,跑步运动鞋,服饰鞋包,2,322.8,自然搜索,华东,已支付
O000707,U00036,2025/11/09,P009,跑步运动鞋,服饰鞋包,1,367.12,直播间,华中,已支付
O000708,U00335,2025/11/22,P009,跑步运动鞋,服饰鞋包,1,272.71,社群团购,华北,已支付
O000709,U00988,2025年02月08日,P003,智能手表,数码配件,1,518.75,直播间,华北,已支付
O000710,U00265,2025/01/31,P007,轻薄羽绒服,服饰鞋包,2,370.21,信息流广告,华北,已取消
O000711,U00479,2025-12-13,P005,氨基酸洗面奶,美妆个护,2,61.12,自然搜索,西北,已支付
O000712,U00434,2025/12/02,P010,即食燕麦组合,食品饮料,2,51.27,社群团购,华南,已支付
O000713,U00413,2025/09/07,P015,收纳箱套装,家居生活,2,99.79,自然搜索,华中,已取消
O000714,U00725,2025.09.16,P007,轻薄羽绒服,服饰鞋包,1,428.31,会员短信,华中,已支付
O000715,U00735,2025-12-30,P002,机械键盘,数码配件,4,256.11,社群团购,华东,退款
O000716,U01392,2025-08-28,P011,精品挂耳咖啡,食品饮料,1,74.64,社群团购,华东,已支付
O000717,U00836,2025/07/09,P010,即食燕麦组合,食品饮料,1,52.56,会员短信,华东,已支付
O000718,U01182,2025.03.25,P005,氨基酸洗面奶,美妆个护,1,68.96,直播间,华北,已支付
O000719,U00778,2025-06-18,P004,补水面膜套装,美妆个护,1,84.27,直播间,华中,已取消
O000720,U01255,2025/11/04,P007,轻薄羽绒服,服饰鞋包,2,354.13,直播间,华南,已支付
O000721,U00873,2025.09.17,P002,机械键盘,数码配件,1,306.69,自然搜索,华东,已支付
O000722,U01098,2025-06-28,P011,精品挂耳咖啡,食品饮料,1,63.3,信息流广告,华东,已支付
O000723,U01390,2025.09.24,P001,无线蓝牙耳机,数码配件,1,184.13,自然搜索,华北,已支付
O000724,U01397,2025.10.20,P011,精品挂耳咖啡,食品饮料,1,71.93,信息流广告,华北,已支付
O000725,U00094,2025.03.31,P013,人体工学椅,家居生活,1,807.91,信息流广告,华南,已取消
O000726,U00773,2025-07-04,P006,精华液礼盒,美妆个护,1,280.49,直播间,西南,已支付
O000727,U00840,2025-11-13,P008,通勤帆布包,服饰鞋包,4,126.7,社群团购,华南,已支付
O000728,U00269,2025年08月11日,P006,精华液礼盒,美妆个护,1,291.48,信息流广告,西南,已取消
O000729,U00164,2025年12月30日,P008,通勤帆布包,服饰鞋包,2,116.78,直播间,华南,已支付
O000730,U00213,2025-11-03,P011,精品挂耳咖啡,食品饮料,1,59.99,会员短信,华南,已支付
O000731,U00195,2025.10.19,P012,坚果礼盒,食品饮料,4,115.87,直播间,华中,已支付
O000732,U00032,2025.08.29,P010,即食燕麦组合,食品饮料,1,53.08,会员短信,华南,已支付
O000733,U01163,2025.03.31,P004,补水面膜套装,美妆个护,2,80.04,自然搜索,华北,已支付
O000734,U00992,2025年12月31日,P014,香薰加湿器,家居生活,1,162.12,自然搜索,华中,已支付
O000735,U00356,2025/05/04,P014,香薰加湿器,家居生活,1,159.56,自然搜索,华中,已支付
O000736,U00295,2025年10月22日,P006,精华液礼盒,美妆个护,2,276.07,直播间,华南,已支付
O000737,U00949,2025/03/13,P006,精华液礼盒,美妆个护,1,259.76,自然搜索,华中,已支付
O000738,U00597,2025年09月19日,P009,跑步运动鞋,服饰鞋包,3,381.73,会员短信,华中,已支付
O000739,U00640,2025/12/08,P003,智能手表,数码配件,1,411.88,自然搜索,华北,已支付
O000740,U00469,2025.12.19,P001,无线蓝牙耳机,数码配件,1,151.06,自然搜索,东北,已支付
O000741,U00260,2025-12-14,P010,即食燕麦组合,食品饮料,1,41.18,信息流广告,东北,已支付
O000742,U01370,2025-01-26,P015,收纳箱套装,家居生活,2,99.34,直播间,东北,已支付
O000743,U00362,2025/08/01,P011,精品挂耳咖啡,食品饮料,2,71.01,信息流广告,华南,已支付
O000744,U01347,2025年11月25日,P008,通勤帆布包,服饰鞋包,3,141.76,会员短信,华南,已支付
O000745,U01144,2025/05/07,P006,精华液礼盒,美妆个护,3,245.43,信息流广告,西南,已支付
O000746,U00880,2025.12.20,P010,即食燕麦组合,食品饮料,1,49.14,直播间,华北,已支付
O000747,U00689,2025年11月20日,P011,精品挂耳咖啡,食品饮料,2,54.7,,华南,已支付
O000748,U00745,2025.10.05,P013,人体工学椅,家居生活,1,851.76,会员短信,华南,已支付
O000749,U01063,2025-09-01,P003,智能手表,数码配件,1,461.33,自然搜索,华中,已支付
O000750,U00307,2025.11.07,P001,无线蓝牙耳机,数码配件,1,146.02,信息流广告,华东,已支付
O000751,U01347,2025年12月01日,P002,机械键盘,数码配件,2,236.5,会员短信,华东,已支付
O000752,U01292,2025-02-18,P005,氨基酸洗面奶,美妆个护,1,58.47,信息流广告,华中,已支付
O000753,U00253,2025-01-12,P002,机械键盘,数码配件,1,311.57,会员短信,华南,已支付
O000754,U01018,2025.04.23,P012,坚果礼盒,食品饮料,2,110.49,直播间,华北,已支付
O000755,U00971,2025年06月09日,P005,氨基酸洗面奶,美妆个护,2,57.43,自然搜索,华中,已支付
O000756,U01393,2025年04月15日,P002,机械键盘,数码配件,2,273.96,自然搜索,西南,已支付
O000757,U01248,2025.11.18,P013,人体工学椅,家居生活,1,690.69,会员短信,华东,已支付
O000758,U00428,2025-04-18,P010,即食燕麦组合,食品饮料,2,54.51,直播间,华北,已支付
O000759,U01204,2025.03.19,P015,收纳箱套装,家居生活,2,88.51,自然搜索,华东,已支付
O000760,U01226,2025.11.17,P015,收纳箱套装,家居生活,1,87.23,直播间,华东,已支付
O000761,U00790,2025/11/21,P003,智能手表,数码配件,2,422.25,自然搜索,西南,已支付
O000762,U00232,2025/02/07,P002,机械键盘,数码配件,1,288.78,会员短信,华南,已支付
O000763,U00856,2025-08-20,P009,跑步运动鞋,服饰鞋包,1,367.36,信息流广告,华东,已支付
O000764,U00135,2025.03.10,P004,补水面膜套装,美妆个护,2,88.24,信息流广告,华南,已支付
O000765,U00751,2025/10/30,P011,精品挂耳咖啡,食品饮料,2,79.27,信息流广告,华南,已支付
O000766,U00869,2025.06.27,P003,智能手表,数码配件,1,543.96,自然搜索,华中,已支付
O000767,U00663,2025年04月06日,P007,轻薄羽绒服,服饰鞋包,1,329.99,会员短信,华北,已支付
O000768,U00256,2025-11-07,P011,精品挂耳咖啡,食品饮料,1,69.97,会员短信,西南,已支付
O000769,U00115,2025-11-23,P006,精华液礼盒,美妆个护,1,211.38,社群团购,华中,已支付
O000770,U00377,2025/11/24,P005,氨基酸洗面奶,美妆个护,3,57.69,信息流广告,华北,已支付
O000771,U00263,2025.05.28,P015,收纳箱套装,家居生活,1,89.36,社群团购,华东,已支付
O000772,U00414,2025年11月15日,P010,即食燕麦组合,食品饮料,1,47.9,直播间,华东,退款
O000773,U00101,2025年08月09日,P006,精华液礼盒,美妆个护,1,238.53,信息流广告,华东,已支付
O000774,U00275,2025/01/15,P013,人体工学椅,家居生活,1,849.52,会员短信,华南,已支付
O000775,U01237,2025-06-13,P002,机械键盘,数码配件,1,230.13,直播间,华东,已支付
O000776,U00214,2025/08/23,P009,跑步运动鞋,服饰鞋包,1,342.16,自然搜索,华南,已支付
O000777,U00035,2025年04月25日,P005,氨基酸洗面奶,美妆个护,1,67.72,自然搜索,华东,已支付
O000778,U00712,2025年11月27日,P011,精品挂耳咖啡,食品饮料,1,63.47,直播间,华东,已支付
O000779,U00118,2025年08月29日,P014,香薰加湿器,家居生活,2,196.29,信息流广告,西南,已支付
O000780,U00091,2025.01.22,P003,智能手表,数码配件,2,575.93,自然搜索,华北,已支付
O000781,U00186,2025-06-27,P007,轻薄羽绒服,服饰鞋包,1,317.46,信息流广告,华中,已支付
O000782,U01125,2025年10月27日,P002,机械键盘,数码配件,1,318.44,直播间,西南,已支付
O000783,U01306,2025年03月04日,P013,人体工学椅,家居生活,3,812.59,直播间,东北,已支付
O000784,U01166,2025年07月24日,P003,智能手表,数码配件,1,404.08,会员短信,华中,已支付
O000785,U01014,2025/10/12,P008,通勤帆布包,服饰鞋包,1,178.3,会员短信,东北,已取消
O000786,U00883,2025-06-06,P008,通勤帆布包,服饰鞋包,1,142.75,信息流广告,华南,已支付
O000787,U00246,2025.06.26,P004,补水面膜套装,美妆个护,2,91.55,会员短信,华北,已支付
O000788,U00593,2025.07.20,P011,精品挂耳咖啡,食品饮料,2,75.15,直播间,华东,已支付
O000789,U00122,2025年05月26日,P005,氨基酸洗面奶,美妆个护,1,66.74,社群团购,华南,已支付
O000790,U00920,2025年08月14日,P006,精华液礼盒,美妆个护,1,258.69,社群团购,华中,已支付
O000791,U00009,2025年11月19日,P001,无线蓝牙耳机,数码配件,1,161.14,自然搜索,华南,已支付
O000792,U00663,2025年02月04日,P005,氨基酸洗面奶,美妆个护,2,53.1,自然搜索,华东,已支付
O000793,U00496,2025.06.17,P002,机械键盘,数码配件,1,205.25,自然搜索,华中,已支付
O000794,U00602,2025.04.09,P009,跑步运动鞋,服饰鞋包,2,289.37,信息流广告,华东,已支付
O000795,U01129,2025/03/14,P004,补水面膜套装,美妆个护,1,76.8,自然搜索,华东,已支付
O000796,U00272,2025.11.24,P011,精品挂耳咖啡,食品饮料,1,60.92,会员短信,华东,已支付
O000797,U00845,2025.08.24,P014,香薰加湿器,家居生活,1,192.02,会员短信,华北,已支付
O000798,U01377,2025-10-08,P004,补水面膜套装,美妆个护,2,85.97,会员短信,华南,已支付
O000799,U00559,2025/10/15,P001,无线蓝牙耳机,数码配件,1,159.64,信息流广告,华南,已支付
O000800,U01314,2025/11/16,P014,香薰加湿器,家居生活,1,179.79,社群团购,华东,已支付
O000801,U01130,2025-04-06,P010,即食燕麦组合,食品饮料,3,57.08,信息流广告,西北,已支付
O000802,U00820,2025.03.07,P012,坚果礼盒,食品饮料,3,99.14,社群团购,华南,已支付
O000803,U00919,2025/09/19,P014,香薰加湿器,家居生活,1,183.56,自然搜索,华南,已支付
O000804,U00827,2025-04-18,P006,精华液礼盒,美妆个护,2,258.9,信息流广告,华南,已支付
O000805,U00569,2025.01.03,P005,氨基酸洗面奶,美妆个护,1,54.76,直播间,华中,已支付
O000806,U00936,2025/03/28,P007,轻薄羽绒服,服饰鞋包,1,350.61,社群团购,,已支付
O000807,U00946,2025.09.24,P012,坚果礼盒,食品饮料,1,126.34,信息流广告,西南,已支付
O000808,U00492,2025/05/14,P007,轻薄羽绒服,服饰鞋包,1,429.69,直播间,华南,已支付
O000809,U00283,2025年10月21日,P011,精品挂耳咖啡,食品饮料,1,83.63,会员短信,华东,已支付
O000810,U01246,2025.03.31,P008,通勤帆布包,服饰鞋包,1,147.05,社群团购,华东,已支付
O000811,U00041,2025-09-28,P010,即食燕麦组合,食品饮料,1,55.39,会员短信,华北,已支付
O000812,U01389,2025/12/08,P004,补水面膜套装,美妆个护,1,69.68,社群团购,华北,已支付
O000813,U00124,2025.12.05,P012,坚果礼盒,食品饮料,1,87.72,社群团购,西南,已支付
O000814,U00511,2025年10月17日,P006,精华液礼盒,美妆个护,1,272.38,自然搜索,华东,退款
O000815,U00254,2025.09.02,P009,跑步运动鞋,服饰鞋包,2,357.83,自然搜索,华东,已支付
O000816,U00156,,P007,轻薄羽绒服,服饰鞋包,1,396.91,自然搜索,华南,已支付
O000817,U00675,2025/11/18,P012,坚果礼盒,食品饮料,1,104.63,直播间,华中,已取消
O000818,U00842,2025-06-29,P001,无线蓝牙耳机,数码配件,1,170.06,信息流广告,华东,已支付
O000819,U01163,2025/04/02,P013,人体工学椅,家居生活,2,842.62,自然搜索,华东,已支付
O000820,U01169,2025.06.21,P011,精品挂耳咖啡,食品饮料,2,54.07,会员短信,西南,已支付
O000821,U00653,2025-01-29,P007,轻薄羽绒服,服饰鞋包,3,382.17,自然搜索,东北,已支付
O000822,U01015,2025/02/18,P008,通勤帆布包,服饰鞋包,1,159.94,自然搜索,华南,退款
O000823,U00668,2025年04月09日,P003,智能手表,数码配件,2,560.16,自然搜索,西南,已支付
O000824,U00625,2025.04.01,P006,精华液礼盒,美妆个护,1,266.27,信息流广告,华北,已支付
O000825,U00748,2025年01月06日,P015,收纳箱套装,家居生活,2,106.09,信息流广告,东北,已支付
O000826,U00846,2025年04月05日,P014,香薰加湿器,家居生活,1,208.58,会员短信,东北,已支付
O000827,U01159,2025/04/07,P007,轻薄羽绒服,服饰鞋包,1,342.43,社群团购,华北,已支付
O000828,U00947,2025-09-26,P003,智能手表,数码配件,1,452.96,信息流广告,华南,已支付
O000829,U00819,2025.08.09,P008,通勤帆布包,服饰鞋包,2,140.53,社群团购,华北,已支付
O000830,U00923,2025/06/04,P010,即食燕麦组合,食品饮料,1,50.42,信息流广告,华东,已支付
O000831,U01226,2025年12月09日,P010,即食燕麦组合,食品饮料,1,41.64,社群团购,华北,已支付
O000832,U00681,2025/07/14,P014,香薰加湿器,家居生活,2,151.64,社群团购,华南,已支付
O000833,U00579,2025.04.06,P004,补水面膜套装,美妆个护,2,88.74,会员短信,西北,已支付
O000834,U01103,2025/07/10,P006,精华液礼盒,美妆个护,3,278.5,自然搜索,华北,已支付
O000835,U00021,2025/05/19,P004,补水面膜套装,美妆个护,1,85.02,直播间,华南,已支付
O000836,U00151,2025/09/29,P005,氨基酸洗面奶,美妆个护,1,68.78,自然搜索,华南,已支付
O000837,U01091,2025.05.30,P007,轻薄羽绒服,服饰鞋包,1,476.14,自然搜索,华中,已支付
O000838,U01089,2025年04月07日,P007,轻薄羽绒服,服饰鞋包,2,353.75,信息流广告,华东,已支付
O000839,U01144,2025/06/19,P005,氨基酸洗面奶,美妆个护,2,47.42,信息流广告,华北,已支付
O000840,U00732,2025.09.15,P013,人体工学椅,家居生活,2,704.16,会员短信,东北,已支付
O000841,U00964,2025/11/25,P014,香薰加湿器,家居生活,1,196.44,直播间,华南,已支付
O000842,U00980,2025.10.20,P005,氨基酸洗面奶,美妆个护,1,59.76,直播间,华南,已支付
O000843,U00225,2025.04.14,P006,精华液礼盒,美妆个护,1,274.99,直播间,华东,已支付
O000844,U00111,2025.11.27,P010,即食燕麦组合,食品饮料,1,41.73,信息流广告,华东,已取消
O000845,U00600,2025-07-23,P011,精品挂耳咖啡,食品饮料,1,76.88,自然搜索,华北,已支付
O000846,U01045,2025/08/13,P008,通勤帆布包,服饰鞋包,1,140.42,会员短信,华南,已支付
O000847,U01198,2025/02/25,P004,补水面膜套装,美妆个护,1,88.49,社群团购,华东,已支付
O000848,U00626,2025/07/06,P002,机械键盘,数码配件,1,251.34,自然搜索,华北,已支付
O000849,U00004,2025/09/02,P014,香薰加湿器,家居生活,1,181.31,直播间,华东,已支付
O000850,U00030,2025.05.08,P014,香薰加湿器,家居生活,1,204.3,信息流广告,华南,已支付
O000851,U00769,2025年07月28日,P009,跑步运动鞋,服饰鞋包,2,291.93,自然搜索,华南,已支付
O000852,U00319,2025.05.01,P013,人体工学椅,家居生活,1,716.62,直播间,华东,已支付
O000853,U00628,2025年02月01日,P014,香薰加湿器,家居生活,2,200.74,信息流广告,华东,已支付
O000854,U00888,2025/08/13,P001,无线蓝牙耳机,数码配件,4,196.55,会员短信,西南,已支付
O000855,U01301,2025年04月27日,P003,智能手表,数码配件,2,422.97,自然搜索,华东,已支付
O000856,U01103,2025/06/07,P004,补水面膜套装,美妆个护,2,78.32,信息流广告,华中,已支付
O000857,U00404,2025-09-04,P003,智能手表,数码配件,2,485.74,自然搜索,华东,已支付
O000858,U01220,2025.01.16,P003,智能手表,数码配件,1,527.59,会员短信,华北,已支付
O000859,U01110,2025/09/06,P006,精华液礼盒,美妆个护,2,276.8,信息流广告,华北,已支付
O000860,U01313,2025年12月08日,P001,无线蓝牙耳机,数码配件,2,163.6,会员短信,东北,已支付
O000861,U01014,2025.11.06,P006,精华液礼盒,美妆个护,2,271.9,自然搜索,西北,已支付
O000862,U01265,2025/11/18,P012,坚果礼盒,食品饮料,1,123.31,会员短信,华东,已支付
O000863,U00841,2025-05-18,P003,智能手表,数码配件,1,454.57,社群团购,华东,已支付
O000864,U00367,2025-12-18,P008,通勤帆布包,服饰鞋包,1,121.16,直播间,华南,已支付
O000865,U00436,2025/02/16,P007,轻薄羽绒服,服饰鞋包,1,379.44,信息流广告,华中,已支付
O000866,U01385,2025年12月10日,P003,智能手表,数码配件,1,429.31,信息流广告,华南,已支付
O000867,U00903,2025.10.16,P005,氨基酸洗面奶,美妆个护,2,63.85,社群团购,华东,已支付
O000868,U00787,2025-09-23,P005,氨基酸洗面奶,美妆个护,1,73.39,直播间,西南,已支付
O000869,U01386,2025/09/09,P009,跑步运动鞋,服饰鞋包,2,302.73,信息流广告,华南,已支付
O000870,U00818,2025.10.08,P009,跑步运动鞋,服饰鞋包,2,328.03,直播间,华南,已支付
O000871,U00429,2025-11-03,P011,精品挂耳咖啡,食品饮料,1,72.46,会员短信,华中,已支付
O000872,U00256,2025/02/08,P005,氨基酸洗面奶,美妆个护,1,63.49,会员短信,西南,已支付
O000873,U00733,2025.06.03,P004,补水面膜套装,美妆个护,3,57.95,,,已支付
O000874,U00035,2025/10/16,P005,氨基酸洗面奶,美妆个护,2,59.03,信息流广告,东北,已支付
O000875,U00071,2025.11.23,P013,人体工学椅,家居生活,1,745.97,信息流广告,华东,已支付
O000876,U01071,2025.03.21,P010,即食燕麦组合,食品饮料,2,52.7,会员短信,,已支付
O000877,U01373,2025.04.11,P012,坚果礼盒,食品饮料,3,117.68,会员短信,西北,已支付
O000878,U00231,2025.09.18,P008,通勤帆布包,服饰鞋包,3,145.17,社群团购,华南,已支付
O000879,U00775,2025.06.13,P012,坚果礼盒,食品饮料,1,122.9,社群团购,,已支付
O000880,U00799,2025年12月31日,P006,精华液礼盒,美妆个护,1,206.2,信息流广告,西南,已支付
O000881,U00993,2025-11-01,P009,跑步运动鞋,服饰鞋包,1,313.4,自然搜索,华北,已支付
O000882,U00538,2025-03-31,P002,机械键盘,数码配件,1,296.97,自然搜索,西南,退款
O000883,U00134,2025年04月27日,P010,即食燕麦组合,食品饮料,1,52.71,自然搜索,西南,已支付
O000884,U01015,2025.05.14,P008,通勤帆布包,服饰鞋包,4,140.18,社群团购,华东,已支付
O000885,U01071,2025.07.26,P002,机械键盘,数码配件,2,298.18,会员短信,华南,已支付
O000886,U00097,2025.08.05,P013,人体工学椅,家居生活,1,844.13,自然搜索,华东,退款
O000887,U00043,2025年03月07日,P001,无线蓝牙耳机,数码配件,2,170.34,自然搜索,华南,已支付
O000888,U00529,2025/07/21,P008,通勤帆布包,服饰鞋包,1,160.73,自然搜索,华东,已支付
